,index,name,latitude,longitude,address,review,savecount,visitorreviewscore
3717,198,카페스콘,37.5640934,126.9247937,서울 마포구 성미산로 172 2층 카페스콘,802,"17,000",4.41
3718,199,아우프글렛 연남,37.5645114,126.9253766,서울 마포구 성미산로31길 11 AUFGLET,"1,036","30,000",4.45
3719,200,슬로우캘리 연남본점,37.5613978,126.9257899,서울 마포구 동교로38길 35 2층,"1,691","29,000",4.59
3720,201,마가렛 연남,37.5645929,126.9228116,서울 마포구 성미산로29길 10 1층,437,"13,000",
3721,202,역전회관 마포본점,37.5429857,126.9471094,서울 마포구 토정로37길 47,"1,427","37,000",
3722,203,공미학 마포홍대점,37.5564310,126.9238845,서울 마포구 양화로 162 카카오프렌즈 3층,794,"6,000",4.59
3723,204,타오마라탕,37.5492505,126.9152997,서울 마포구 양화로6길 19 광명빌딩 2층,"1,647","6,000",4.7
3724,205,코랏,37.5568105,126.9082605,서울 마포구 월드컵로19길 14 1층 코랏 KORAT,400,"3,000",4.69
3725,206,진진,37.5578102,126.9132683,서울 마포구 잔다리로 123 1층,866,"42,000",
3726,207,모이정,37.5625924,126.9204194,서울 마포구 성미산로 122 1층,148,"2,000",4.53
3727,208,야키토리 미식서울,37.5631920,126.9265198,서울 마포구 성미산로 189-5 201호,278,"24,000",4.53
3728,209,감성타코 합정점,37.5511957,126.9121449,서울 마포구 월드컵로3길 14 지하1층,"2,079","21,000",4.45
3729,210,오늘그대와,37.5626699,126.9257960,서울 마포구 동교로 262-13,838,"16,000",4.54
3730,211,더페이머스버거 홍대점,37.5504836,126.9195821,서울 마포구 잔다리로3안길 24 1층,506,"19,000",4.42
3731,212,청화접,37.5632755,126.9255710,서울 마포구 동교로 268 지하1층 청화접,25,~100,
3732,213,올드상해,37.5417264,126.9527425,서울 마포구 새창로 26 101호 올드상해,245,"7,000",4.5
3733,214,해피베어데이,37.5516905,126.9181793,서울 마포구 양화로12길 16-6 1층,550,"14,000",4.77
3734,215,동두천솥뚜껑삼겹살 합정점,37.5489960,126.9163947,서울 마포구 양화로6길 39 1층,520,"3,000",
3735,216,에브리데이해피벌스데이,37.5618402,126.9269533,서울 마포구 연희로 33 3층 EHBD,432,"10,000",4.8
3736,217,SAAP 연남,37.5632533,126.9258393,서울 마포구 성미산로 184 1층,752,"8,000",4.53
3737,218,너랑나랑호프,37.5547156,126.9110420,서울 마포구 월드컵로 61,413,"13,000",4.38
3738,219,간코 합정본점,37.5496796,126.9115092,서울 마포구 양화로3길 15 1층,742,"20,000",4.53
3739,220,썬키친,37.5486662,126.9169914,서울 마포구 양화로6길 50 2층,357,"11,000",4.89
3740,221,츠키젠,37.5468048,126.9180064,서울 마포구 독막로8길 23 1층,612,"32,000",4.55
3741,222,도꼭지,37.5481344,126.9398790,서울 마포구 백범로10길 30 1층,"1,036","24,000",4.45
3742,223,동무밥상,37.5483269,126.9126006,서울 마포구 양화진길 10,598,"17,000",4.33
3743,224,키쉬미뇽,37.5491009,126.9162306,서울 마포구 양화로6길 35,"2,047","9,000",4.43
3744,225,SOUPER 마포점,37.5386922,126.9472366,서울 마포구 삼개로 20 근신빌딩 별관 103호,811,"22,000",
3745,226,비스트로사랑방,37.5489875,126.9212055,"서울 마포구 와우산로15길 40 BISTRO 사랑방 , 2층",467,"17,000",4.54
3746,227,osteria ora,37.5564194,126.9143866,서울 마포구 잔다리로 105 1층 오스테리아오라,378,"27,000",4.51
3747,228,1984,37.5573888,126.9228112,서울 마포구 동교로 194 혜원빌딩 1층,774,"16,000",4.63
3748,229,샐러마리,37.5571637,126.9029355,서울 마포구 망원로 55-3,311,"11,000",4.63
3749,230,진대감 마포점,37.5466313,126.9544398,서울 마포구 마포대로12길 54 1층,"1,434","23,000",4.51
3750,231,색동저고리,37.5408943,126.9489793,서울 마포구 도화길 27,982,"2,000",4.28
3751,232,혼가츠,37.5526649,126.9220529,서울 마포구 와우산로21길 36-6 1층 102호,"1,045","17,000",4.34
3752,233,펠른,37.5620528,126.9209704,서울 마포구 성미산로22길 18 A'동 1층 펠른,"1,052","32,000",4.68
3753,234,사쿠라테이엔 합정점,37.5491508,126.9191427,서울 마포구 독막로7길 27 1층,148,"3,000",4.85
3754,235,딩가케이크,37.5634062,126.9221019,서울 마포구 동교로29길 68,"1,281","25,000",4.3
3755,236,온돌 합정점,37.5486901,126.9178044,서울 마포구 양화로6길 65,"1,169","10,000",4.63
3756,237,졸리연남,37.5610888,126.9262047,서울 마포구 연희로1길 52 가동 101호 졸리연남,516,"5,000",4.49
3757,238,백스트리트피자,37.5618365,126.9240507,서울 마포구 동교로 245 4층,376,"7,000",4.5
3758,239,합정조이떡볶이,37.5484696,126.9134228,서울 마포구 양화로 36 102호,436,"9,000",4.38
3759,240,웃사브,37.5489491,126.9224337,"서울 마포구 와우산로11길 10 1,2층",600,"8,000",4.33
3760,241,EEEK,37.5619470,126.9245220,서울 마포구 동교로 248 3층,86,800,
3761,242,이리에라멘,37.5481204,126.9144052,서울 마포구 성지1길 18 1층,221,"6,000",4.67
3762,243,사루카메,37.5610641,126.9227332,서울 마포구 연남로 15 1층,594,"20,000",4.49
3763,244,망원동칼짬뽕,37.5573900,126.9043007,서울 마포구 포은로 117,165,"3,000",4.57
3764,245,개미집 상암점,37.5799749,126.8903781,서울 마포구 월드컵북로 396 누리꿈스퀘어 공동제작센터 2층,766,"1,000",4.5
3765,246,고에몬 홍대AK점,37.5581871,126.9261066,서울 마포구 양화로 188 AK& 홍대점 5층,"1,220","5,000",4.32
3766,247,어썸마운틴,37.5604514,126.9265163,서울 마포구 연희로 17 1층 어썸마운틴,920,"20,000",4.83
3767,248,카페 나하,37.5545496,126.9037796,서울 마포구 희우정로16길 32 2층,497,"21,000",4.63
3768,249,오모테나시 오마카세,37.5582235,126.9246010,서울 마포구 월드컵북로2길 82,114,"4,000",
3769,250,연남물갈비,37.5571385,126.9204836,서울 마포구 월드컵북로4길 13 2층,665,"10,000",4.48
3770,251,보르도,37.5615645,126.9263369,서울 마포구 연희로1길 59-3 지층,145,200,
3771,252,히츠지야 연남점,37.5629167,126.9247571,서울 마포구 동교로 257-1,"1,226","9,000",4.83
3772,253,마녀주방 홍대점,37.5528618,126.9221138,서울 마포구 와우산로21길 36-10,"1,392","5,000",4.47
3773,254,거북이의 꿈,37.5625590,126.9258206,서울 마포구 성미산로 190-31 지1층,205,"10,000",4.62
3774,255,스파카 나폴리,37.5489235,126.9155584,서울 마포구 양화로6길 28 2층,722,"26,000",4.47
3775,256,망원동티라미수 본점,37.5548512,126.9051459,서울 마포구 포은로 87,"2,021","6,000",4.32
3776,257,온정,37.5626644,126.9255744,서울 마포구 동교로 262-10 1층 좌측,"3,008","7,000",4.85
3777,258,홈다운,37.5527765,126.9048830,서울 마포구 희우정로10안길 7 1층 101호,55,600,
3778,259,마루심 마포점,37.5395446,126.9434392,서울 마포구 토정로 316 성진빌딩,515,"13,000",4.32
3779,260,몰토베네,37.5462237,126.9166420,서울 마포구 성지3길 67 1층,392,"21,000",4.54
3780,261,트리플 베이글,37.5520956,126.9192832,서울 마포구 잔다리로 42 트리플 베이글,875,"12,000",4.59
3781,262,벚꽃스시,37.5552539,126.9083012,서울 마포구 월드컵로15길 37 1층 벚꽃스시,569,"1,000",4.41
3782,263,커피벌스데이,37.5555300,126.9287579,서울 마포구 와우산로29길 26-33 1층 커피 벌스데이,186,"4,000",4.62
3783,264,락희옥 마포본점,37.5443604,126.9494971,서울 마포구 백범로 170 더샾 101동 1층 상가내,422,"12,000",4.11
3784,265,키친숲,37.5624296,126.9251631,서울 마포구 동교로 256-10 1층 키친숲,462,"15,000",4.62
3785,266,개화기요정,37.5488395,126.9192482,서울 마포구 독막로7길 22 개화기요정,432,"6,000",
3786,267,어썸도넛서울,37.5477039,126.9176400,"서울 마포구 독막로6길 5 1층, 어썸도넛서울",496,"4,000",4.51
3787,268,566라멘,37.5605734,126.9208709,서울 마포구 연남로3길 33,265,"8,000",4.3
3788,269,핏제리아오 합정역점,37.5522399,126.9157809,서울 마포구 양화로11길 14-5 1층,47,200,
3789,270,플러피 베이크샵,37.5451725,126.9497848,서울 마포구 백범로31길 8 2동 상가 1층 106호,102,600,
3790,271,프롬하노이,37.5550688,126.9070747,서울 마포구 월드컵로13길 55-5 1층 프롬하노이,687,"15,000",4.47
3791,272,구운,37.5567004,126.9045320,서울 마포구 포은로 109 102호,200,"7,000",4.6
3792,273,umoae,37.5486200,126.9198778,서울 마포구 양화로6길 99-5 1.5층,262,"9,000",4.74
3793,274,라멘트럭,37.5474948,126.9225997,서울 마포구 독막로14길 31 1층 라멘트럭,"1,064","18,000",4.46
3794,275,이가네양꼬치 합정점,37.5496339,126.9120509,"서울 마포구 월드컵로1길 14 B118-1호,2호",169,"2,000",4.51
3795,276,점점점점점점,37.5772409,126.8962157,서울 마포구 성암로15길 36 1층,39,"4,000",
3796,277,푸하하크림빵,37.5589384,126.9244228,서울 마포구 양화로19길 22-25 1층,"1,993","22,000",4.36
3797,278,달콤한거짓말,37.5480503,126.9205559,"서울 마포구 독막로 61-4 1, 2층",702,"10,000",4.36
3798,279,합정고깃집,37.5496665,126.9104545,서울 마포구 양화로1길 21,976,"2,000",
3799,280,파네트,37.5488291,126.9531978,서울 마포구 마포대로11길 17,"2,172","11,000",4.44
3800,281,Are&am,37.5620906,126.9181979,서울 마포구 성미산로17길 12 1층,175,"16,000",4.64
3801,282,하카타나카,37.5550450,126.9236732,서울 마포구 와우산로23길 50 2F,646,"16,000",4.45
3802,283,이이알티 망원,37.5564802,126.9045918,"서울 마포구 포은로 105-1 1층, 2층",617,"19,000",4.45
3803,284,스시오 블랙컨테이너,37.5536897,126.9225274,서울 마포구 어울마당로 100-6 1층,749,"3,000",
3804,285,이가네떡볶이,37.5561372,126.9114458,서울 마포구 월드컵로14길 19 이가네떡볶이,144,600,
3805,286,원조 조박집 본관,37.5399010,126.9438536,서울 마포구 토정로37길 3,"1,346","26,000",4.45
3806,287,합정 지튼,37.5523803,126.9145129,서울 마포구 양화로11길 42 1층,538,"13,000",
3807,288,평이담백 뼈칼국수 본점,37.5543398,126.9138305,서울 마포구 양화로7길 84,963,"27,000",4.31
3808,289,홍대씨부엉,37.5525889,126.9223397,서울 마포구 와우산로21길 28-6,544,"12,000",4.51
3809,290,오비야,37.5554956,126.9243683,서울 마포구 홍익로2길 27-20,228,"8,000",4.19
3810,291,배터리88 홍대점,37.5513451,126.9227607,서울 마포구 와우산로19길 6 1층,384,"2,000",4.41
3811,292,라헬의부엌 홍대점,37.5556504,126.9273619,"서울 마포구 와우산로29길 47 1,2층","1,013","9,000",4.5
3812,293,미나리,37.5491992,126.9149666,서울 마포구 양화로6길 14 1층 코너점포,43,"2,000",
3813,294,역전포장마차 홍대점,37.5583475,126.9251388,서울 마포구 양화로 183,362,"2,000",4.64
3814,295,카와카츠 합정점,37.5514967,126.9174227,서울 마포구 양화로 78-7 1층 카와카츠,290,"10,000",4.81
3815,296,사심스키야키 연남직영점,37.5628378,126.9260606,서울 마포구 성미산로 190-4 지하,7,"1,000",
3816,297,모크,37.5494330,126.9216024,서울 마포구 와우산로17길 19-17 1층,394,"11,000",4.6
3817,298,능라도,37.5392870,126.9448344,서울 마포구 마포대로 25 대농빌딩,600,"5,000",4.2
3818,299,카밀로 라자네리아,37.5525925,126.9128573,서울 마포구 동교로12길 41,537,"45,000",4.45
3819,0,공복식당,37.5590636,126.9383219,서울 서대문구 연세로12길 23 1층,275,"7,000",4.48
3820,1,정육면체,37.5568870,126.9346214,서울 서대문구 연세로5다길 22-8 1층 정육면체,"2,202","43,000",
3821,2,카라멘야,37.5582219,126.9348727,서울 서대문구 연세로7안길 34-1 1층,999,"19,000",4.47
3822,3,담산 신촌본점,37.5562221,126.9350458,서울 서대문구 연세로5다길 5 1층 담산 신촌본점,"1,131","17,000",4.6
3823,4,우동카덴,37.5725048,126.9350559,서울 서대문구 연희로 173 거화빌딩 1층,"1,089","29,000",4.3
3824,5,만동제과,37.5615260,126.9272585,서울 서대문구 연희로 32,"3,064","44,000",4.5
3825,6,파이홀,37.5570516,126.9350632,서울 서대문구 연세로5나길 20,"1,418","22,000",4.53
3826,7,고삼이 신촌점,37.5583080,126.9347130,서울 서대문구 연세로7안길 38 고삼이,352,"10,000",4.56
3827,8,쿳사,37.5721602,126.9293337,서울 서대문구 증가로 48 / 대로변 흰색가게 입니다,712,"12,000",4.73
3828,9,목란,37.5683712,126.9304986,서울 서대문구 연희로15길 21,"1,974","35,000",
3829,10,시오,37.5672105,126.9286886,서울 서대문구 연희로11가길 23 1층,"1,083","34,000",4.35
3830,11,샌드커피 논탄토 신촌,37.5557510,126.9362718,서울 서대문구 신촌로 87-4 1층,390,"7,000",
3831,12,탈리,37.5572063,126.9348115,"서울 서대문구 연세로5나길 30-6 1,2층",198,"6,000",
3832,13,호밀밭,37.5589540,126.9404780,서울 서대문구 신촌역로 43,948,"8,000",4.62
3833,14,마더린러 베이글,37.5583125,126.9453653,서울 서대문구 이화여대5길 5 지상 1층,"1,275","26,000",
3834,15,청안식탁,37.5604780,126.9642903,서울 서대문구 충정로4길 21,190,"2,000",4.47
3835,16,하늘초밥,37.5573422,126.9467199,서울 서대문구 이화여대2길 14 1층 하늘초밥,186,"13,000",4.66
3836,17,위샐러듀 이대점,37.5594661,126.9447562,서울 서대문구 이화여대길 52-31,"3,648","9,000",4.61
3837,18,작은스페인,37.5717835,126.9340196,서울 서대문구 연희로25길 37,816,"12,000",4.57
3838,19,유야케도쿄,37.5580385,126.9441545,서울 서대문구 이화여대3길 28 101호,232,"11,000",4.59
3839,20,미분당 신촌본점,37.5567118,126.9352275,서울 서대문구 연세로5길 26-7 1층 미분당,"2,003","8,000",4.53
3840,21,가타쯔무리,37.5832536,126.9234861,서울 서대문구 명지대길 72,348,"35,000",4.46
3841,22,오트,37.5695395,126.9322656,서울 서대문구 연희로25길 95,707,"7,000",
3842,23,라구식당,37.5592663,126.9384396,서울 서대문구 연세로 42-24 1층,802,"23,000",4.48
3843,24,산천마루,37.5925590,126.9428649,서울 서대문구 세검정로1길 21,840,"1,000",4.39
3844,25,포티드,37.5581894,126.9387730,서울 서대문구 명물길 36-3 1층,481,"15,000",4.46
3845,26,피터팬1978,37.5693840,126.9317791,서울 서대문구 증가로 10,"2,006","28,000",4.43
3846,27,카츠업,37.5563652,126.9353823,서울 서대문구 연세로5길 32 1층 카츠업,"2,342","5,000",4.81
3847,28,유닭스토리 닭한마리 신촌점,37.5570857,126.9373952,서울 서대문구 연세로4길 7 1층,"2,037","5,000",4.68
3848,29,녹원쌈밥 연희점,37.5725288,126.9341598,서울 서대문구 연희로25길 22,869,"16,000",4.4
3849,30,매뉴팩트커피,37.5677996,126.9296112,서울 서대문구 연희로11길 29,693,"29,000",4.6
3850,31,역전포장마차 신촌점,37.5577896,126.9353328,서울 서대문구 연세로7길 26 2층,25,300,
3851,32,오르랔베이커리,37.5574489,126.9528427,서울 서대문구 신촌로 241,522,"18,000",4.58
3852,33,소바연구소,37.5588042,126.9394844,서울 서대문구 명물길 50-9 1층,616,"29,000",4.53
3853,34,연어초밥,37.5570793,126.9419876,서울 서대문구 연세로2길 94 1층 3호,"1,064","5,000",4.67
3854,35,신촌장군집,37.5586107,126.9356658,서울 서대문구 연세로9길 22 1층,44,~100,
3855,36,비밀,37.5585299,126.9431482,서울 서대문구 이화여대7길 48,861,"11,000",4.4
3856,37,주간,37.5580462,126.9350723,서울 서대문구 연세로7안길 31 1층 주간,33,"1,000",
3857,38,한옥집 김치찜 본점,37.5672532,126.9644220,서울 서대문구 통일로9길 12 1층 한옥집김치찜,"2,453","17,000",4.23
3858,39,또보겠지떡볶이집 신촌히어로점,37.5573808,126.9378281,서울 서대문구 연세로4길 19 창천동13-33 2층,"1,252","9,000",4.6
3859,40,그로어스,37.5723021,126.9333376,서울 서대문구 연희로27길 52,477,"20,000",
3860,41,미도인 신촌,37.5584045,126.9382464,서울 서대문구 명물길 33 2층,615,"11,000",4.49
3861,42,청송본관함흥냉면전문점,37.5659401,126.9287944,서울 서대문구 연희맛로 6 청송함흥냉면,"1,015","7,000",4.35
3862,43,프로토콜,37.5677946,126.9313914,서울 서대문구 연희로 109 2층,196,"33,000",4.76
3863,44,콘하스,37.5703054,126.9321693,서울 서대문구 연희로27길 99,989,"41,000",4.4
3864,45,맘맘테이블,37.5577706,126.9384288,서울 서대문구 연세로4길 33,317,"8,000",4.49
3865,46,이석덕생면파스타,37.5576285,126.9378120,서울 서대문구 명물길 16 2층 이석덕생면파스타 신촌점,"2,388","17,000",4.74
3866,47,키친봄날,37.5589511,126.9344517,서울 서대문구 신촌로11길 62 1층 키친봄날,"1,568","26,000",4.78
3867,48,프레퍼스 다이어트 푸드 신촌점,37.5573032,126.9372694,서울 서대문구 명물길 4 1층 프레퍼스,"1,946","2,000",4.78
3868,49,비아 메렝게,37.5586263,126.9381088,서울 서대문구 명물길 27-18 1층,185,"5,000",4.4
3869,50,대성이네,37.5570235,126.9342697,서울 서대문구 연세로5나길 33 1층 대성이네,365,"2,000",4.7
3870,51,책바,37.5668873,126.9303744,서울 서대문구 연희맛로 24 1층 101호,130,"17,000",4.6
3871,52,연희보리밥,37.5679590,126.9306323,서울 서대문구 연희맛로 33 1층 연희보리밥,336,"1,000",
3872,53,장군닭갈비 신촌점,37.5584501,126.9364466,서울 서대문구 연세로9길 7,176,800,4.45
3873,54,유소바,37.5573118,126.9461829,서울 서대문구 이화여대2길 4 1층,531,"7,000",
3874,55,여우골초밥 신촌점,37.5564975,126.9349900,서울 서대문구 연세로5다길 10,464,"6,000",4.44
3875,56,희게,37.5686510,126.9318975,서울 서대문구 증가로 1 2층,213,"11,000",4.66
3876,57,하이파이,37.5667448,126.9281096,서울 서대문구 연희로11가길 39 지층,53,"2,000",5
3877,58,방콕익스프레스 신촌본점,37.5571725,126.9418841,서울 서대문구 연세로2길 91 백송빌딩 1층 방콕익스프레스,720,"8,000",4.37
3878,59,금별맥주 신촌직영점,37.5590264,126.9360514,서울 서대문구 연세로11길 14 1층,495,"2,000",4.44
3879,60,다성 대게킹크랩,37.5569606,126.9330011,서울 서대문구 신촌로11길 6,445,"2,000",4.87
3880,61,청화원,37.5574695,126.9375150,서울 서대문구 명물길 10 1층 청화원,"1,857","5,000",4.52
3881,62,용용선생 신촌점,37.5577401,126.9357343,서울 서대문구 연세로7길 20 1층,70,"1,000",
3882,63,옐로우보울,37.5602762,126.9625470,서울 서대문구 충정로 7 구세군빌딩 지상에서 보이는 지하1층(세븐일레븐 바로 옆,813,"14,000",4.58
3883,64,철길떡볶이,37.5623361,126.9635793,서울 서대문구 충정로 35-6,464,"25,000",4.13
3884,65,부탄츄 신촌점,37.5567268,126.9351030,서울 서대문구 연세로5길 26-9,992,"9,000",4.39
3885,66,스웨이커피스테이션,37.5690526,126.9286190,서울 서대문구 연희로11길 61,735,"25,000",4.58
3886,67,베어스덴 브런치,37.5616383,126.9277993,서울 서대문구 연희로4길 10 1층 베어스덴,341,"7,000",4.46
3887,68,카덴,37.5725753,126.9350880,서울 서대문구 연희로 173 거화빌딩,325,"17,000",4.07
3888,69,타코로코,37.5581574,126.9346812,서울 서대문구 연세로7안길 37 1층,375,"5,000",4.5
3889,70,심야식당 텐조,37.5811212,126.9112774,서울 서대문구 거북골로20길 71 1층,266,"6,000",4.5
3890,71,백년당 마라탕 본점,37.5581122,126.9366897,서울 서대문구 연세로 27-1 대성빌딩 2층,192,400,
3891,72,공릉닭한마리,37.5571105,126.9410729,서울 서대문구 연세로2길 77,431,"1,000",4.45
3892,73,이이알티 키친,37.5669805,126.9279234,서울 서대문구 연희로11가길 36 1-2층,128,"9,000",
3893,74,푸어링아웃,37.5672953,126.9281513,서울 서대문구 연희로11나길 7-7,283,"29,000",4.43
3894,75,에브리띵베이글,37.5678196,126.9296292,서울 서대문구 연희로11길 29 1층 에브리띵베이글,"1,000","29,000",4.49
3895,76,티앙팡 오후의 홍차,37.5584288,126.9459565,서울 서대문구 이화여대길 34 2층,324,"5,000",4.5
3896,77,올레무스,37.5654092,126.9260452,서울 서대문구 연희로5길 58 1층,261,"30,000",4.54
3897,78,연희동칼국수 본점,37.5681839,126.9307635,서울 서대문구 연희맛로 37,"2,623","12,000",4.31
3898,79,그릭데이 이대본점,37.5588458,126.9433548,서울 서대문구 신촌역로 22-8,"3,093","6,000",4.71
3899,80,폴앤폴리나,37.5688946,126.9290813,서울 서대문구 연희로11길 56,489,"18,000",4.64
3900,81,야바이,37.5581634,126.9346628,서울 서대문구 연세로7안길 37,"1,594","19,000",4.49
3901,82,에이테이블,37.5654084,126.9523057,서울 서대문구 북아현로24길 8 1층,161,"12,000",4.58
3902,83,공작 퓨전 비스트로,37.5664801,126.9283712,서울 서대문구 연희맛로 17-35 1층,291,"1,000",4.89
3903,84,셀리스도넛,37.5578215,126.9362317,서울 서대문구 연세로7안길 1 1층 셀리스도넛,"1,599","7,000",4.68
3904,85,구씨네부엌,37.5585999,126.9280826,서울 서대문구 신촌로 9,387,"1,000",4.51
3905,86,디폴트밸류,37.5661865,126.9273253,서울 서대문구 성산로 333 1층,578,"11,000",4.53
3906,87,옥루몽 신촌본점,37.5633968,126.9435363,서울 서대문구 연대동문길 18,430,"1,000",4.38
3907,88,명인강메밀 푸른초장,37.5630185,126.9641976,서울 서대문구 충정로 43-4 유석빌딩 1층,775,"4,000",4.36
3908,89,연희커피,37.5666679,126.9288110,서울 서대문구 연희맛로 17-21,159,"6,000",4.64
3909,90,이빠네마 그릴,37.5569183,126.9373584,서울 서대문구 연세로4길 6 2층,217,"5,000",4.42
3910,91,소신이쏘 신촌본점,37.5572041,126.9355349,서울 서대문구 연세로5가길 19 1층,861,"14,000",4.46
3911,92,데스툴,37.5695541,126.9318126,서울 서대문구 연희로25길 98 2층,37,"15,000",
3912,93,수빈,37.5718424,126.9343205,서울 서대문구 연희로25길 31-3,775,"5,000",4.34
3913,94,퐁신 수플레,37.5795473,126.9241891,서울 서대문구 거북골로 31-1 2층 카페 퐁신 수플레,67,900,4.54
3914,95,마우디,37.5674593,126.9301258,서울 서대문구 연희로11길 18,472,"17,000",4.58
3915,96,호밍,37.5911937,126.9451087,서울 서대문구 통일로40길 47 1층,61,100,
3916,97,유우,37.5729809,126.9369246,서울 서대문구 연희로26길 23 1층 유우,768,"10,000",4.52
3917,98,내사랑,37.5575186,126.9479916,서울 서대문구 이화여대2길 37,62,"7,000",4.34
3918,99,원조봉순게장,37.5612577,126.9625360,서울 서대문구 경기대로 26-26 B1-6호,223,"1,000",4.51
3919,100,기꾸스시,37.5568345,126.9335272,서울 서대문구 연세로5다길 35,286,"8,000",4.41
3920,101,르솔레이,37.5663833,126.9280044,서울 서대문구 연희맛로 7-29 LE SOLEIL pâtisserie,"1,175","27,000",4.56
3921,102,브릭스5221 신촌점,37.5587361,126.9362700,서울 서대문구 연세로9길 10-3,154,"1,000",4.65
3922,103,요릿집,37.5679856,126.9310555,서울 서대문구 연희맛로 36,145,"2,000",4.7
3923,104,정통집 신촌점,37.5584512,126.9364503,서울 서대문구 연세로9길 7 1층,383,"6,000",4.33
3924,105,무사시,37.5562648,126.9397643,서울 서대문구 신촌로 125 1층 무사시,469,"2,000",4.44
3925,106,진돈부리,37.5569809,126.9423728,서울 서대문구 신촌로 149 신촌 자이엘라 B104,179,"6,000",4.83
3926,107,소코아 신촌점,37.5564553,126.9337158,"서울 서대문구 신촌로 63 더이음 2층 201호, 202호",64,400,
3927,108,이화원,37.5665037,126.9290326,서울 서대문구 연희맛로 13,902,"7,000",4.24
3928,109,신촌황소곱창 신촌본점,37.5584604,126.9350634,서울 서대문구 연세로9길 31,461,"8,000",
3929,110,통큰갈비 신촌본점,37.5570675,126.9334408,서울 서대문구 연세로5다길 40 1층 통큰갈비,518,"3,000",4.6
3930,111,앤트러사이트 연희점,37.5696725,126.9329052,서울 서대문구 연희로 135 앤트러사이트 연희점,943,"21,000",4.36
3931,112,홍대삭 연희동점,37.5662865,126.9302225,서울 서대문구 연희로 89,693,"2,000",4.35
3932,113,부엉이돈가스 신촌점,37.5584963,126.9397671,서울 서대문구 연세로4길 62,498,"3,000",4.53
3933,114,로라,37.5849093,126.9120633,서울 서대문구 증가로32길 23-8 1층,262,"7,000",
3934,115,길상양꼬치,37.5572131,126.9356519,서울 서대문구 연세로5가길 17,93,"1,000",4.4
3935,116,야트막,37.5694622,126.9614066,서울 서대문구 독립문로 29 1층 야트막,18,100,
3936,117,형제갈비,37.5578619,126.9373430,서울 서대문구 명물1길 2,"1,880","6,000",4.18
3937,118,리히트,37.5616366,126.9278341,서울 서대문구 연희로4길 10 리히트,422,"5,000",4.59
3938,119,도깨비우동,37.5833630,126.9122090,서울 서대문구 증가로 250 정남빌딩,246,"3,000",4.57
3939,120,도토리칼국수,37.5587018,126.9382396,서울 서대문구 명물길 27-19 도토리칼국수,322,"3,000",4.62
3940,121,오디너리핏,37.5671140,126.9269732,"서울 서대문구 연희로11가길 48-23 , 3층",81,"29,000",4.55
3941,122,Dining Hu,37.5628677,126.9641660,서울 서대문구 충정로 43-1,317,"4,000",4.68
3942,123,월순철판동태찜,37.5672029,126.9290779,서울 서대문구 연희맛로 17-14 1층,"1,162","7,000",4.5
3943,124,비아37,37.5589883,126.9441567,서울 서대문구 이화여대길 77-1,427,"7,000",4.67
3944,125,오늘통닭 신촌직영점,37.5590248,126.9364084,서울 서대문구 연세로11길 8 1층~3층,512,"1,000",4.47
3945,126,타코몽,37.5570437,126.9321039,서울 서대문구 신촌로 49,148,"17,000",4.52
3946,127,복성각,37.5664102,126.9655521,서울 서대문구 통일로 135 충정빌딩 지하1층 복성각,972,"1,000",4.34
3947,128,로얄싸롱,37.5666091,126.9278866,서울 서대문구 연희로11가길 43 1F,243,"11,000",4.43
3948,129,사모님 돈가스,37.5667911,126.9281058,서울 서대문구 연희로11가길 39 2층,249,"12,000",4.8
3949,130,평양옥,37.5642723,126.9669769,서울 서대문구 통일로 107-23,259,"3,000",4.45
3950,131,롯지190,37.5787334,126.9339530,서울 서대문구 홍제천로 190,132,"14,000",
3951,132,한림돈가 본점,37.5582723,126.9360637,서울 서대문구 연세로7안길 16-4,323,"11,000",4.37
3952,133,더풍년,37.5698915,126.9620510,서울 서대문구 영천시장길 56 1층,336,"9,000",4.33
3953,134,블랙번즈,37.5584171,126.9345819,서울 서대문구 연세로7안길 42 2층 블랙번즈,705,"1,000",
3954,135,금옥당 연희점,37.5679537,126.9297072,서울 서대문구 연희로11라길 2,766,"11,000",
3955,136,센트그릴,37.5661978,126.9299673,서울 서대문구 연희로 89-3 지하 1층 센트그릴,189,"12,000",4.58
3956,137,설레임삼겹살,37.5572216,126.9349169,서울 서대문구 연세로5가길 31 낙원빌딩,236,"1,000",4.49
3957,138,아건,37.5591114,126.9449577,서울 서대문구 이화여대길 63,"1,351","3,000",4.82
3958,139,리틀쿠바 현대백화점유플렉스신촌점,37.5567499,126.9365982,서울 서대문구 연세로 13 현대백화점 유플렉스 11층,244,"2,000",4.68
3959,140,라이프롱드림 코지라운지,37.5575686,126.9356563,서울 서대문구 연세로7길 21 B1층,87,"2,000",4.82
3960,141,브루어리304,37.5692284,126.9625958,서울 서대문구 통일로11길 7,169,"3,000",
3961,142,한끼마끼,37.5572324,126.9449557,서울 서대문구 이화여대1길 15 1층한끼마끼,236,"3,000",4.6
3962,143,복성각,37.5585311,126.9373559,서울 서대문구 명물1길 24,698,"5,000",4.3
3963,144,산스,37.5753964,126.9289266,서울 서대문구 홍연4길 33 1층,39,"5,000",
3964,145,연희녹두삼계탕,37.5686838,126.9311884,서울 서대문구 연희맛로 43-1,364,900,4.37
3965,146,마세,37.5664960,126.9277637,서울 서대문구 연희로11가길 47,78,"5,000",4.6
